Structural Index,Devanagari Text
2.1.,तपः-स्वाध्याय-निरतम् तपस्वी वाग्-विदाम् वरम्,,तप एवं स्वाध्याय में संलग्न तपस्वी शास्त्रज्ञों में श्रेष्ठ,,Who is constantly engaged in penance and self-study One who performs penance amongst wise men greatest
2.2.,नारदम् परि-पप्रच्छ वाल्मीकिः मुनि-पुङ्गवम् 1,,देवर्षि नारद से पूछा महर्षि वाल्मीकि मुनि-श्रेष्ठ 1,,to the devine sage Narada asked sage named Valmiki greatest among sages 1
3.1.,कः नु अस्मिन् साम्प्रतम् लोके गुणवान् कः च वीर्यवान्,,कौन नु इस इस समय लोक में प्रशस्त गुणों से युक्त कौन भी पराक्रम सम्पन्न,,who But in this now world associated with virtues who too possessed of prowess
3.2.,धर्मज्ञः च कृतज्ञः च सत्य-वाक्यः दृढ-व्रतः 2,,धर्म के ज्ञाता भी दूसरों के उपकार को याद रखने वाला भी सदा ही सत्य बोलने वाला दृढ संकल्प वाला 2,,knower of duties too conscious of service done by others too one who always speaks truth determined 2
4.1.,चारित्रेण च कः युक्तः सर्व-भूतेषु कः हितः,,चारित्र्य से भी कौन सम्पन्न सभी प्राणियों में कौन हित करने वाला,,right conduct too who associated among all the living beings who one who does good
4.2.,विद्वान् कः कः समर्थः च कः च एक-प्रिय-दर्शनः 3,,शास्त्रों का ज्ञाता कौन कौन समर्थ भी कौन भी सभी का हमेशा प्रिय 3,,"man of sastric knowledge who who capable,skilful too who too one who is dear to all 3"
5.1.,आत्मवान् कः जित-क्रोधः द्युतिमान् कः अनसूयकः,,स्वाधीन अन्त:करण वाला कौन क्रोध को वश में रखनेवाला कान्तियुक्त कौन असूया से रहित,,subduer of self who conquerer of anger radiant who free from jealousy
5.2.,कस्य बिभ्यति देवाः च जात-रोषस्य सम्-युगे 4,,किससे भयभीत होते हैं देवता भी क्रुद्ध होने (पर) युद्ध में 4,,from whom do fear the gods too when wrath is provoked in the battle 4
6.1.,एतद् इच्छामि अहम् श्रोतुम् परम् कौतूहलम् हि मे,,इसे चाहता हूँ मैं सुनना उत्कट कौतुक चूँकि मेरा,,एतद् (I)desire I to hear great curiosity because mine
6.2.,महर्षे त्वम् समर्थः असि ज्ञातुम् एवं-विधम् नरम् 5,,मुनिवर तुम (आप) समर्थ हो जानने के लिए उक्त गुणों से युक्त मानव को 5,,"O sage! you capable,skillful (you)are to know having such good qualities to man 5"
7.1.,श्रुत्वा च एतत् त्रिलोकज्ञः वाल्मीकेः नारदः वचः,,सुनकर भी इसे तीना लोकों के ज्ञाता रामायण के लेखक वाल्मीकि से देवर्षि नारद पहले कही गयी वाणी को,,"after hearing too which was told earlier knower of three worlds to Valmiki,the auther of Ramayana divine sage Narada speech"
7.2.,श्रूयताम् इति च आ-मन्त्र्य प्र-हृष्टः वाक्यम् अब्रवीत् 6,,सुनिए ऐसा भी आह्वान करके प्रसन्न (होते हुए) वचन कहा 6,,please hear इति too by drawing attention being delighted statement spoke out 6
8.1.,बहवः दुर्लभाः च एव ये त्वया कीर्तिताः गुणाः,,बहवः दु:ख से प्राप्त करने योग्य भी एव ये आपके द्वारा कीर्तिताः आदर्श गुण,,manifold rare too एव those by you that have been described virtues
8.2.,मुने वक्ष्यामि अहम् बुद्ध्वा तैः युक्तः श्रूयताम् नरः 7,,हे महर्षि वाल्मीकि कहूँगा मैं समझकर उन (उक्त गुणों) से सम्पन्न सुनिए मानव 7,,O sage Valmiki shall tell I having considered with the said virtues associated please hear man 7
9.1.,इक्ष्वाकुवंश-प्रभवः रामः-नाम जनैः श्रुतः,,इक्ष्वाकुवंश में उत्पन्न राम नाम से प्रसिद्ध साधारण जनों के द्वारा विज्ञात,,born in Ikshvaku dynasty by the name 'Rama' by common men known
9.2.,नियतात्मा महा-वीर्यः द्युतिमान् धृतिमान् वशी 8,,स्वाधीन अन्त:करण वाला अत्यधिक सामर्थ्यशाली कान्तियुक्त धैर्यशाली जितेन्द्रिय 8,,self controlled very powerful radiant resolute one who has conquired over sense organs 8
10.1.,बुद्धिमान् नीतिमान् वाग्ग्मी श्रीमान् शत्रु-निबर्हणः,,प्रशस्त बुद्धि युक्त नीति के ज्ञाता अच्छा वक्ता शोभा से युक्त शत्रु का नाश करने वाला,,intelligent sagacious eloquent glorious exterminator of foes
10.2.,विपुलांसः महा-बाहुः कम्बु-ग्रीवः महा-हनुः 9,,उन्नत स्कन्धा वाला विशाल बाँहा वाला शंख सदृश ग्रीवा वाला पुष्ट ठुड्डी वाला 9,,distinguished with broad shoulder having powerful arms having a neck shaped as a conch having stout chin 9
11.1.,महोरस्कः महेष्वासः गूढ-जत्रुः अरिन्दमः,,विशाल छाती वाला विशाल धनुषा वाला अप्रकाशित हँसुली (स्कन्ध की हड्डी) वाला शत्रुओं का दमन करने वाला,,महोरस्कः holding mighty bow whose collar bone covered with flesh capable of subduing his foes
11.2.,आ-जानु-बाहुः सु-शिराः सु-ललाटः सु-विक्रमः 10,,घुटने तक लम्बी भुजाओं वाला सुन्दर शिर वाला सुन्दर ललाट वाला सुन्दर गति से चलने वाला 10,,whose arms extended right upto his knees having well formed head having shapely forehead possessed of charming gait 10
12.1.,समः सम-विभक्ताङ्गः स्निग्धवर्णः प्रतापवान्,,समुचित आकार वाला सुगठित अंगों वाला आकर्षक प्रभावी,,possessed of medium stature having well proportionised limbs having unctuous complexion mighty
12.2.,पीन-वक्षाः विशालाक्षः लक्ष्मीवान् शुभ-लक्षणः 11 1.ASloka,,चौडी छाती वाला बडी-बडी आँखों वाला शोभासम्पन्न शुभ लक्षणों से युक्त 11 1.FSloka,,having rounded chest having large eyes full of splendour associated with auspicious marks 11 1.GSloka
2.1.,धर्मज्ञः सत्य-सन्धः च प्रजानाम् च हिते रतः,,धर्म के ज्ञाता सत्यनिष्ठ और जनता के और कल्याण में लगे रहने वाले,,One who knows the secret of virtues true to his promise and of the people and in the benefit intent
2.2.,यशस्वी ज्ञान-सम्पन्नः शुचिः वश्यः समाधिमान् 12,,यशस्वी ज्ञानवान् पवित्र आचरण वाले जितेन्द्रिय योगी 12,,illustrious full of wisdom pure in his dealing self controlled having concentrated mind 12
3.1.,प्रजा-पति-समः श्रीमान् धाता रिपु-निषूदनः,,ब्रह्मा के समान दिव्य विभूति वाले लोक के व्यवस्थापक शत्रुओं के विनाशक,,like the creator Brahma affluent supporter of the Creation slayer of his enemies
3.2.,रक्षिता जीव-लोकस्य धर्मस्य परि-रक्षिता 13,,रक्षक संसार के धर्म की रक्षा करने वाले 13,,vindicator of living beings of faith staunch defender 13
4.1.,रक्षिता स्वस्य धर्मस्य स्व-जनस्य च रक्षिता,,रक्षक अपने धर्म की अपने लोगों के और रक्षक,,vindicator of own of faith of own people and vindicator
4.2.,वेद-वेदाङ्ग-तत्व-ज्ञः धनुः-वेदे च नि-ष्ठितः 14,,वेदों एवं वेदाङ्गों के रहस्य को जानने वाले धनुर्वेद में और पारङ्गत 14,,knower of the truth of Vedas and Vedangas in archery and pastmaster 14
5.1.,सर्व-शास्त्रार्थ-तत्व-ज्ञः स्मृतिमान् प्रतिभानवान्,,शास्त्रों के मर्मज्ञ दृढ स्मृतिवाले विलक्षणबुद्धिसम्पन्न,,knower of the real meaning of the scriptures possessed of sharp memory possessed of quick wit
5.2.,सर्व-लोक-प्रियः साधुः अदीनात्मा वि-चक्षणः 15,,सभी के प्रिय सज्जन अदीन स्वभाव वाले विवेकयुक्त 15,,popular amongst the people pious high minded one clever 15
6.1.,सर्वदा अभिगतः सद्भिः समुद्रः इव सिन्धुभिः,,हमेशा घिरा हुआ सज्जनों से समुद्र (की) के समान नदियों से,,always persons sought by righteous ocean like by rivers
6.2.,आर्यः सर्व-समः च एव सदा एव प्रिय-दर्शनः 16,,पूज्य सर्व-समान और भी हमेशा भी प्रिय दिखाई देनेवाले 16,,noble alike to all and also always also possessed of pleasing appearance 16
7.1.,सः च सर्व-गुणोपेतः कौसल्यानन्द-वर्धनः,,वह और सब गुणों से युक्त कौसल्या के आनन्द को बढाने वाला,,he and endowed with all excellences enhances the delight of Kausalya
7.2.,समुद्रः इव गाम्भीर्ये धैर्येण हिमवान् इव 17,,समुद्र (की) के समान गहराई में धैर्य से हिमालय के समान 17,,ocean like in profoundity in firmness Himalaya like 17
8.1.,विष्णुना सदृशः वीर्ये सोमवत् प्रिय-दर्शनः,,विष्णु के समान पराक्रम में चन्द्र की तरह प्रिय दिखाई देनेवाले,,Vishnu like in prowess like the moon possessed of pleasing appearance
8.2.,कालाग्नि-सदृशः क्रोधे क्षमया पृथिवी-समः 18,,कालाग्नि-समान क्रोध में क्षमा में पृथिवी के समान 18,,resembling the destructive fire in anger in forbearance counter part of earth 18
9.1.,धनदेन समः त्यागे सत्ये धर्मः इव अपरः,,कुबेर के समान दान में सत्य में धर्मदेव के समान दूसरा,,with Kubera (the god of wealth) just like in liberality in truthfulness the god of piety like another
9.2.,तम् एवं-गुण-सम्पन्नम् रामम् सत्य-परा-क्रमम्,,राम को पूर्व में कहे गए गुणों से सम्पन्न राम अमोघ पराक्रम वाले,,aforesaid endowed with the aforesaid qualities by shri Rama possessed of unfailing prowess
10.1.,ज्येष्ठं ज्येष्ठ-गुणैः युक्तम् प्रियम् दशरथः सुतम्,,सबसे बडे उत्तम गुणों से लगे हुए प्रिय दशरथ पुत्र को,,eldest with highest virtues endowed be loved Dasharatha son
10.2.,प्रकृतीनां हितैः युक्तम् प्रकृति-प्रिय-काम्यया,,प्रजा के कल्याण में लगे हुए प्रजा कल्याण की इच्छा से,,of the people to the interests endowed with intent to gratify the people
11.1.,यौवराज्येन संयोक्तुम् ऐच्छत् प्रीत्या मही-पतिः,,यौवराज्येन आरूढ करने के लिए चाहा सहर्ष राजा,,office of regent to invest with office of regent sought lovingly Emperor
11.2.,तस्य अभिषेक-सम्भारान् दृष्ट्वा भार्या अथ कैकयी 21,,राम के अभिषेक प्रस्तुति को देखकर भार्या इसके पश्चात् केकय नरेश की पुत्री 21,,of Rama preparations for coronation having witnessed spouse After that Kaikeyi 21
12.1.,पूर्वम् दत्त-वरा देवी वरम् एनम् अयाचत,,पूर्व में वर को प्राप्त की हुई देवी वर दशरथ से मांगा,,on a former occassion having granted a boon queen boon him(to Dasharatha) asked
12.2.,वि-वासनम् च रामस्य भरतस्य अभि-षेचनम् 22,,निर्वासनम् और राम की भरत का राज्याभिषेकम् 22,,exile (of Rama) and of Rama of Barawa installation(of Bharata) 22
13.1.,सः सत्य-वचनात् राजा धर्म-पाशेन संयतः,,वह सत्य प्रतिज्ञ होने के कारण राजा धर्म बन्धन से बँधा हुआ,,he due to his speaking the truth king by the tie of duty bound
13.2.,वि-वासयामास सुतम् रामम् दशरथः प्रियम्,,निर्वासित किया पुत्र को राम दशरथ प्रिय,,exiled son by shri Rama Dasharatha be loved
14.1.,सः जगाम वनं वीरः प्रति-ज्ञाम् अनु-पालयन्,,वह गये वन [को] वीर प्रतिज्ञा का पालन करते हुए,,he went to the forest the hero (Rama) the pledge in order to implement
14.2.,पितुः वचन-निर्देशात् कैकेय्याः प्रिय-कारणात्,,पिता की आज्ञा से कैकेयी की प्रसन्नता के कारण,,his father's in obedience to command Kaikeyi with a view to please
15.1.,तम् व्रजन्तम् प्रियः भ्राता लक्ष्मणः अनु-जगाम ह,,राम को जाते हुए प्रिय भाई लक्ष्मण अनुसरण किया ह,,aforesaid setting out loving younger brother Lakshmana followed ह
15.2.,स्नेहात् विनय-सम्पन्नः सुमित्रानन्द-वर्धनः 25,,स्नेह से विनम्र सुमित्रा की प्रीति को बढाने वाले 25,,out of affection adorned with modesty one who enhanced the delight of(his mother) Sumitra 25
16.1.,भ्रातरम् दयितः भ्रातुः सौभ्रात्रम् अनु-दर्शयन्,,भाई को प्रिय भाई के उत्तमभ्रातृत्व प्रदर्शित करता हुआ,,brother favorite of(his)brother his amicable brotherly relation showing
16.2.,रामस्य दयिता भार्या नित्यं प्राण-समा हिता 26,,राम की प्रिया भार्या हमेशा प्राण-समा हित करने वाली 26,,of Rama the beloved spouse ever dear(to him) as life friendly 26
17.1.,जनकस्य कुले जाता देव-माया इव निर्मिता,,मिथिला नरेश के वंश में उत्पन्न मोहिनी के समान निर्मिता,,Janaka's in family born like lord's wonderful poetency like manifested
17.2.,सर्व-लक्षण-सम्पन्ना नारीणाम् उत्तमा वधूः 27,,सभी उत्तम स्त्री के लक्षण से युक्त स्त्रियों में श्रेष्ठ वधू 27,,endowed with all auspicious marks amongst the women best the daughter-in-law 27
18.1.,सीता अपि अनु-गता रामम् शशिनम् रोहिणी यथा,,सीता भी के पीछे गई राम चन्द्र चन्द्रमा की पत्नी रोहिणी के जैसे,,sita also accompanied by shri Rama moon Rohini(wife of the moon) like
18.2.,पौरैः अनुगतः दूरम् पित्रा दशरथेन च 28,,पुरवासियों के द्वारा अनुसरण किया गया दूर तक पिता दशरथ के द्वारा और 28,,by the citizens(of Ayodhya) followed a far by father by Dasharatha and 28
19.1.,शृङ्गवेर-पुरे सूतं गङ्गा-कूले व्यसर्जयत्,,शृङ्गवेरपुर में सूतं गङ्गा के तीर पर लौटा दिया,,at shringaverapura to the Charioteer on the bank of Ganga sent away
19.2.,गुहम् आसाद्य धर्मात्मा निषादाधिपतिं प्रियम् 29,,गुह को प्राप्त कर पुण्यात्मा (राम ने) निषदों के राजा प्रिय 29,,to Guha having met virtue-incarnate the chief of Nishadas be loved 29
20.1.,गुहेन सहितः रामः लक्ष्मणेन च सीतया,,गुह के साथ राम लक्ष्मण और सीता,,Guha by name accompanied shri Rama Lakshmana and by Sita
20.2.,ते वनेन वनम् गत्वा नदीः तीर्त्वा बहूदकाः 30,,वे वन से वन [को] जाकर नदियों को पार कर गहरी 30,,they from forest to forest having gone rivers having crossed containing deep water 30
21.1.,चित्रकूटम् अनु-प्राप्य भरद्वाजस्य शासनात्,,चित्रकूटनामक पर्वत को प्राप्तकर भरद्वाज नामक ऋषि की आज्ञा से,,Citrakuta (mountain) having reached of the Bharadvaja according to the instruction
21.2.,रम्यम् आवसथं कृत्वा रममाणाः वने त्रयः 31,,मनोहर पर्णशाला को (करके) निर्माण करके विहार करते हुए वन में तीनों{राम लक्ष्मण सीता} ने 31,,lovely cottage having built sporting in the forest three (Rama Lakshmana and Sita) 31
22.1.,देव-गन्धर्व-सङ्काशाः तत्र ते न्यवसन् सुखम् 1.ASloka,,देवता और गन्धर्व के समान वहाँ वे निवास किया सुखपूर्वक 1.FSloka,,like Gods and Gandharvas there they sojourned happily 1.GSloka
2.1.,चित्रकूटम् गते रामे पुत्र-शोकातुरः तथा 32,,चित्रकूट चले जाने पर राम (के) पुत्र शोक से व्याकुल तथा 32,,to Citrakuta having proceeded shri Rama stricken with grief at the separation of his son then 32
3.1.,राजा दशरथः स्वर्गम् जगाम वि-लपन् सुतम् गते तु तस्मिन् भरतः वसिष्ठ-प्रमुखैः द्विजैः 33,,राजा दशरथ स्वर्ग गया रोते हुए सुतम् चले जाने पर किन्तु उस (राजा दशरथ) के भरत वसिष्ठ की प्रधानता वाले ब्राह्मणों के द्वारा 33,,the ruler(King) Dasharatha to heaven proceeded bewailing son (Rama) having proceeded but तस्मिन् Bharata headed by the sage Vasishtha etc. by the Brahmanas 33
4.1.,नि-युज्यमानः राज्याय न ऐच्छत् राज्यम् महा-बलः सः जगाम वनम् वीरः राम-पाद-प्रसादकः 34,,नियुक्त किया जाता हुआ राज्य के लिए न चाहा राज्य महान् बली वह (भरत) गया वन वीर राम चरण को प्रसन्न करने के लिए 34,,being urged to rule over the kingdom (did)not hanker for the kingdom very powerful he(Bharata) proceeded forest the hero in order to please the venerable Rama 34
5.1.,गत्वा तु सः महात्मानम् रामम् सत्य-पराक्रमम् अयाचत् भ्रातरम् रामम् आर्य-भाव-पुरस्कृतः 35,,जा कर किन्तु वह (भरत) महात्मा राम (से) सत्य पराक्रम वाले माँगा भ्राता राम (से) उच्चगुण सम्पन्न 35,,having approached but he(Bharata) high souled to Rama having unfailing prowess implored brother to Rama rich in noble sentiment 35
6.1.,त्वम् एव राजा धर्म-ज्ञः इति रामम् वचः अब्रवीत् रामः अपि परमोदारः सु-मुखः सु-महा-यशाः 36,,तुम ही राजा धर्म के ज्ञाता ऐसा राम (से) वचन कहा राम भी परम उदार  सुन्दर मुख वाला सुविख्यात 36,,you alone the ruler(King) knower of right deed thus to Rama (following)words spoke out Rama (the son of Dasharatha) too supreme magnanimous wearing a gracious aspect enjoying a great renown 36
7.1.,न च ऐच्छत् पितुः आदेशात् राज्यम् रामः महा-बलः पादुके च अस्य राज्याय न्यासम् दत्वा पुनः पुनः 37,,न भी चाहा पिता के आदेश से राज्य राम महान् बली पादुका भी अस्य राज्य के लिए धरोहर देकर पुनः पुनः 37,,(did)not च hanker father's decree for the kingdom Rama (the son of Dasharatha) very powerful pair of wooden sandals too his to rule over the kingdom (as his)representative handing over repeatedly repeatedly 37
8.1.,नि-वर्तयामास ततः भरतं भरताग्रजः सः कामम् अनवाप्य एव राम-पादौ उप-स्पृशन् 38,,लौटाया ततः भरत को भरत के अग्रज वह (भरत) मनोरथ को न प्राप्त कर ही राम के चरण को नमस्कार करते हुऐ 38,,persuaded (him) to return from there Bharata the elder brother of Bharata he(Bharata) (his)ambition without realizing alone the feet (of shri Rama) by touching 38
9.1.,नन्दि-ग्रामे अकरोत् राज्यम् राम-गमन-काङ्क्षया गते तु भरते श्रीमान् सत्य-सन्धः जितेन्द्रियः 39,,नन्दिग्राम नामक स्थान में किया राज्य राम के आने की अभिलाषा से चले जाने पर किन्तु भरत श्रीसम्पन्न सत्यप्रतिज्ञ जितेन्द्रिय 39,,at Nandigrama did for the kingdom longing for the return of shri Rama having proceeded but Bharata the glorious of unfailing vow conquerer of sense organs 39
10.1.,रामः तु पुनः आ-लक्ष्य नागरस्य जनस्य च तत्र आ-गमनम् एकाग्रः दण्डकान् प्र-विवेश ह 40 1.Aश्लोक,,राम किन्तु पुनः विचार कर नगरनिवासी लोगों के भी चित्रकूट पर्वत पर आगमन एकाग्र चित्तवाले दण्डक नाम के वन में प्रवेश कर गये ह 40 1.Fश्लोक,,Rama (the son of Dasharatha) but the renewed anticipating living in the city of the people too in Citrakuta-mountain visit intent on one object to Dandakaranya entered ह 40 1.GSloka
2.1.,प्र-विश्य तु महारण्यम् रामः राजीव-लोचनः विराधम् राक्षसम् हत्वा शरभङ्कम् ददर्श ह 41,,प्रवेश कर और विशाल वन (में) राम ने कमल जैसे नेत्रों वाला विराध को राक्षस (से) मारकर शरभङ्कम् देखा निश्चय ही 41,,having entered and Great forest Rama Lotus-eyed Viradha demon having killed a sage called Sarabhanga saw of course 41
3.1.,सुतीक्ष्णम् च अपि अगस्त्यम् च अगस्त्य-भ्रातरम् तथा अगस्त्य-वचनात् च एव जग्राह ऐन्द्रम् शरासनम्,,सुतीक्ष्ण को भी अपि अगस्त्य को भी अगस्त्य के भ्राता को और अगस्त्य के कहने से भी ही लिया इन्द्र के द्वारा प्रदत्त धनुष को,,sutikshna by name also अपि Agastya by name also to Agastya's brother and at the instance of Agastya also alone accepted bestowed by Indra a bow
4.1.,खड्गम् च परम-प्रीतः तूणी च अक्षय-सायकौ वसतः तस्य रामस्य वने वन-चरैः सह 43,,तलवार को भी अत्यधिक प्रसन्न निषङ्गों को भी विनाश रहित बाणा वाले निवास करते हुए उसके राम के वन में वनचरों के साथ 43,,a sword also with supreme delight a pair of quivers  also containing inexhaustible store of arrows dwelling his rAma's in forest the foresters with 43
5.1.,ऋषयः अभ्यागमन् सर्वे वधाय असुर-रक्षसाम् सः तेषाम् प्रति-शुश्राव राक्षसानाम् तदा वने 44,,मुनियों ने आए सभी वध के लिए असुर-असुरा के वह (राम) उनके (राक्षसों के) स्वीकार किया राक्षसा के (वध) उसी समय वन में 44,,the seers called on all for killing of demons he (Rama) their accepted of the demons at that time in forest 44
6.1.,प्रति-ज्ञातः च रामेण वधः संयति रक्षसाम् ऋषीणाम् अग्नि-कल्पानाम् दण्डकारण्य-वासिनाम्,,प्रतिज्ञा की भी दशरथ के पुत्र राम द्वारा संहार युद्ध में असुरा के ऋषियों का अग्नि के समान दण्डकारण्य में निवास करने वाले,,solemnly promised also by Rama the killing in an encounter of demons of the seers glorious as fire dwelling in the forest of Dandaka
7.1.,तेन तत्र एव वसता जनस्थान-निवासिनी वि-रूपिता शूर्पणखा राक्षसी काम-रूपिणी,,उसके (राम) द्वारा उस वन में ही रहते हुए जनस्थान में रहने वाली विरूप की गयी शूर्पणखा राक्षसी इच्छानुसार रूप बनाने वाली,,"by him (Rama) in forest alone while living dwelling in Janasthana lopped off shurpanakhaa, by name demoness capable of assuming any form at will"
8.1.,ततः शूर्पणखा-वाक्यात् उद्युक्तान् सर्व-राक्षसान् खरं त्रि-शिरसं च एव दूषणं च एव राक्षसम् 47,,उसके बाद शूर्पणखा के वचन से युद्ध हेतु तत्पर सभी राक्षसों को खरनामक त्रिशिरा नामक भी ही दूषण नामक भी ही राक्षस (से) 47,,"then at the instigation of shurrpanakha prepared for battle सर्व-राक्षसान् Khara by name Trishir,by name also alone Dushana by name also alone demon 47"
